mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	C.I{	0.0783114	-5.08428		/	C	I		I		I						{	M	0	0	0, 4, 1		0	0	0	19	0.0	0.0	1.9375	0.0
2	2	0	0	4/4	2	1	IV64	-0.0783114	-5.71077		/	C	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0	0	9	0.0	0.0	1.375	0.0
2	2	1/2	1/2	4/4	2	1	I(64)					C	I		I(64)		I			64				M	0	0	0, -1, 3		0	0	1	2	0.3333333333333333	0.0	0.25	0.0
2	2	5/8	5/8	4/4	2	1	I	0.347863	-5.66068		/	C	I		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.625	0.0
3	3	0	0	4/4	2	1	V7	0	-5.71077		/	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	8	0.1111111111111111	0.125	1.25	0.09090909090909091
3	3	1/2	1/2	4/4	2	1	I(94)}	0.783114	-5.63246		/	C	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0	0	3	0.0	0.0	0.25	0.0
3	3	5/8	5/8	4/4	2	1	I|IAC	1.25298	-5.78908		/	C	I		I		I					IAC		M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
3	3	7/8	7/8	4/4	2	1	V7	-0.0783114	-5.86739		/	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.375	0.0
4	4	0	0	4/4	2	1	I(94){					C	I		I(94)		I			94			{	M	0	0	0, -1, 1	2	0	0	0	4	0.0	0.0	0.3125	0.0
4	4	1/8	1/8	4/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	16	0.0	0.0	1.125	0.0
5	5	0	0	4/4	2	1	IV64					C	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0	0	10	0.0	0.0	1.5	0.0
5	5	1/2	1/2	4/4	2	1	I(64)					C	I		I(64)		I			64				M	0	0	0, -1, 3		0	0	1	2	0.3333333333333333	0.0	0.25	0.0
5	5	5/8	5/8	4/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.625	0.0
6	6	0	0	4/4	2	1	V7					C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	8	0.1111111111111111	0.125	1.25	0.09090909090909091
6	6	1/2	1/2	4/4	2	1	I(94)}					C	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0	0	3	0.0	0.0	0.25	0.0
6	6	5/8	5/8	4/4	2	1	I|IAC					C	I		I		I					IAC		M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
6	6	7/8	7/8	4/4	2	1	V7					C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.375	0.0
7	7	0	0	4/4	2	1	I|IAC{					C	I		I		I					IAC	{	M	0	0	0, 4, 1		0	0	0	10	0.0	0.0	1.25	0.0
7	7	1/2	1/2	4/4	2	1	V7					C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	2	10	0.16666666666666666	0.125	0.875	0.125
8	8	0	0	4/4	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	3	5	0.375	0.3125	0.5	0.38461538461538464
8	8	3/8	3/8	4/4	2	1	vi6					C	I		vi6		vi		6					m	0	0	0, 4, 3		3	0	0	3	0.0	0.0	0.375	0.0
8	8	1/2	1/2	4/4	2	1	vi					C	I		vi		vi							m	0	0	3, 0, 4		3	3	2	8	0.2	0.125	0.75	0.14285714285714285
8	8	7/8	7/8	4/4	2	1	vi6					C	I		vi6		vi		6					m	0	0	0, 4, 3		3	0	0	4	0.0	0.0	0.375	0.0
9	9	0	0	4/4	2	1	V.V65/V					C	V		V65/V		V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	0	3	0.0	0.0	0.5	0.0
9	9	1/4	1/4	4/4	2	1	V					C	V		V		V							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
9	9	3/8	3/8	4/4	2	1	#viio43/iii					C	V		#viio43/iii		#vii	o	43		iii			o7	0	0	4, 1, 10, 7		10	4	0	3	0.0	0.0	0.375	0.0
9	9	1/2	1/2	4/4	2	1	iii6					C	V		iii6		iii		6					m	0	0	2, 6, 5		5	2	2	9	0.18181818181818182	0.25	1.0	0.2
10	10	0	0	4/4	2	1	vi					C	V		vi		vi							m	0	0	4, 1, 5		4	4	3	5	0.375	0.375	0.4375	0.46153846153846156
10	10	3/8	3/8	4/4	2	1	IV6					C	V		IV6		IV		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
10	10	1/2	1/2	4/4	2	1	IV					C	V		IV		IV							M	0	0	0, 4, 1		0	0	2	8	0.2	0.125	0.75	0.14285714285714285
10	10	7/8	7/8	4/4	2	1	IV6					C	V		IV6		IV		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	0.375	0.0
11	11	0	0	4/4	2	1	ii%65/iii					C	V		ii%65/iii		ii	%	65		iii			%7	0	0	4, 1, 5, 7		7	4	0	3	0.0	0.0	0.5	0.0
11	11	1/4	1/4	4/4	2	1	V(6)/iii					C	V		V(6)/iii		V			6	iii			M	0	0	6, 10, 2		6	6	0	3	0.0	0.0	0.375	0.0
11	11	3/8	3/8	4/4	2	1	viio64/V					C	V		viio64/V		vii	o	64		V			o	0	0	1, 7, 4		7	1	0	3	0.0	0.0	0.375	0.0
11	11	1/2	1/2	4/4	2	1	V6}					C	V		V6		V		6				}	M	0	0	6, 3, 2		2	6	2	9	0.18181818181818182	0.25	1.0	0.2
12	12	0	0	4/4	2	1	I{					C	V		I		I						{	M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
12	12	1/4	1/4	4/4	2	1	V6(+4)					C	V		V6(+4)		V		6	+4				M	0	0	6, 3, 2	1	2	6	0	1	0.0	0.0	0.25	0.0
12	12	3/8	3/8	4/4	2	1	V43/vi	0	-3.03272		/	C	V		V43/vi		V		43		vi			Mm7	0	0	6, 3, 5, 9		5	6	0	3	0.0	0.0	0.25	0.0
12	12	1/2	1/2	4/4	2	1	vi	0	-4.63087		/	C	V		vi		vi							m	0	0	4, 1, 5		4	4	1	4	0.2	0.03125	0.71875	0.041666666666666664
12	12	3/4	3/4	4/4	2	1	I6	0.106544	-4.63087		/	C	V		I6		I		6					M	0	0	5, 2, 1		1	5	1	4	0.2	0.03125	0.71875	0.041666666666666664
13	13	0	0	4/4	2	1	ii6					C	V		ii6		ii		6					m	0	0	0, 4, 3		3	0	0	4	0.0	0.0	0.875	0.0
13	13	1/4	1/4	4/4	2	1	V					C	V		V		V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.375	0.0
13	13	3/8	3/8	4/4	2	1	V6/vi					C	V		V6/vi		V		6		vi			M	0	0	9, 6, 5		5	9	1	2	0.3333333333333333	0.0	0.25	0.0
13	13	1/2	1/2	4/4	2	1	vi	0.0783114	-3.36143		/	C	V		vi		vi							m	0	0	4, 1, 5		4	4	1	4	0.2	0.03125	0.71875	0.041666666666666664
13	13	3/4	3/4	4/4	2	1	I6	0.234934	-4.5361		/	C	V		I6		I		6					M	0	0	5, 2, 1		1	5	1	4	0.2	0.03125	0.71875	0.041666666666666664
14	14	0	0	4/4	2	1	ii6					C	V		ii6		ii		6					m	0	0	0, 4, 3		3	0	0	4	0.0	0.0	0.875	0.0
14	14	1/4	1/4	4/4	2	1	V					C	V		V		V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.375	0.0
14	14	3/8	3/8	4/4	2	1	V6/vi					C	V		V6/vi		V		6		vi			M	0	0	9, 6, 5		5	9	1	2	0.3333333333333333	0.0	0.25	0.0
14	14	1/2	1/2	4/4	2	1	vi|DC}{					C	V		vi		vi					DC	}{	m	0	0	4, 1, 5		4	4	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
14	14	3/4	3/4	4/4	2	1	V2/V					C	V		V2/V		V		2		V			Mm7	0	0	1, 3, 7, 4		3	1	0	3	0.0	0.0	0.5	0.0
15	15	0	0	4/4	2	1	V6					C	V		V6		V		6					M	0	0	6, 3, 2		2	6	1	5	0.16666666666666666	0.0625	0.4375	0.125
15	15	1/4	1/4	4/4	2	1	V65					C	V		V65		V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.5	0.0
15	15	1/2	1/2	4/4	2	1	I					C	V		I		I							M	0	0	1, 5, 2		1	1	2	8	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
15	15	3/4	3/4	4/4	2	1	V2/V					C	V		V2/V		V		2		V			Mm7	0	0	1, 3, 7, 4		3	1	0	3	0.0	0.0	0.5	0.0
16	16	0	0	4/4	2	1	V6					C	V		V6		V		6					M	0	0	6, 3, 2		2	6	2	6	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
16	16	1/4	1/4	4/4	2	1	V65	-0.178804	3.6788		/	C	V		V65		V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.5	0.0
16	16	1/2	1/2	4/4	2	1	I|IAC}{					C	V		I		I					IAC	}{	M	0	0	1, 5, 2		1	1	4	6	0.4	0.25	0.75	0.25
17	17	0	0	4/4	2	1	V(9)	0.0783114	-5.63246		/	C	V		V(9)		V			9				M	0	0	2, 6, 3	4	2	2	0	2	0.0	0.0	0.375	0.0
17	17	1/4	1/4	4/4	2	1	V	0.0783114	-4.84934		/	C	V		V		V							M	0	0	2, 6, 3		2	2	2	2	0.5	0.1875	0.3125	0.375
17	17	1/2	1/2	4/4	2	1	I(4)	0	-4.69272		/	C	V		I(4)		I			4				M	0	0	1, 0, 2		1	1	0	2	0.0	0.0	0.375	0.0
17	17	3/4	3/4	4/4	2	1	I	-0.0783114	-4.77103		/	C	V		I		I							M	0	0	1, 5, 2		1	1	1	4	0.2	0.0625	0.4375	0.125
18	18	0	0	4/4	2	1	IV					C	V		IV		IV							M	0	0	0, 4, 1		0	0	5	6	0.45454545454545453	0.34375	0.40625	0.4583333333333333
18	18	1/2	1/2	4/4	2	1	V65	-0.141917	3.5		/	C	V		V65		V		65					Mm7	0	0	6, 3, 0, 2		2	6	4	13	0.23529411764705882	0.5	2.0	0.2
19	19	1/2	1/2	4/4	2	1	I|IAC}{					C	V		I		I					IAC	}{	M	0	0	1, 5, 2		1	1	2	8	0.2	0.25	1.25	0.16666666666666666
20	20	0	0	4/4	2	1	IV					C	V		IV		IV							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.75	0.0
20	20	3/8	3/8	4/4	2	1	ii6					C	V		ii6		ii		6					m	0	0	0, 4, 3		3	0	0	3	0.0	0.0	0.375	0.0
20	20	1/2	1/2	4/4	2	1	i64					C	V		i64		i		64					m	0	0	2, 1, -2		1	2	1	3	0.25	0.25	0.625	0.2857142857142857
20	20	3/4	3/4	4/4	2	1	It6					C	V		It6	It	vii	o	6	b3	V			It	0	0	-3, 1, 7		7	-3	0	3	0.0	0.0	0.625	0.0
21	21	0	0	4/4	2	1	V					C	V		V		V							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
21	21	1/8	1/8	4/4	2	1	IV					C	V		IV		IV							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.625	0.0
21	21	3/8	3/8	4/4	2	1	ii6					C	V		ii6		ii		6					m	0	0	0, 4, 3		3	0	0	3	0.0	0.0	0.375	0.0
21	21	1/2	1/2	4/4	2	1	V(64)					C	V		V(64)		V			64				M	0	0	2, 1, 5		2	2	0	3	0.0	0.0	0.75	0.0
21	21	3/4	3/4	4/4	2	1	V	0	-3.9096		/	C	V		V		V							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.75	0.0
22	22	0	0	4/4	2	1	I|PAC}{					C	V		I		I					PAC	}{	M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
22	22	1/4	1/4	4/4	2	1	I6					C	V		I6		I		6					M	0	0	5, 2, 1		1	5	0	6	0.0	0.0	0.75	0.0
22	22	1/2	1/2	4/4	2	1	I64					C	V		I64		I		64					M	0	0	2, 1, 5		1	2	0	4	0.0	0.0	0.375	0.0
22	22	5/8	5/8	4/4	2	1	I6					C	V		I6		I		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	0.375	0.0
22	22	3/4	3/4	4/4	2	1	I					C	V		I		I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.25	0.0
22	22	15/16	15/16	4/4	2	1	#viio/vi	-3.05414	-0.77715		/	C	V		#viio/vi		#vii	o			vi			o	0	0	9, 6, 3		9	9	0	3	0.0	0.0	0.1875	0.0
23	23	0	0	4/4	2	1	vi	0.313246	-2.5		/	C	V		vi		vi							m	0	0	4, 1, 5		4	4	0	3	0.0	0.0	0.375	0.0
23	23	1/8	1/8	4/4	2	1	I6					C	V		I6		I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
23	23	1/4	1/4	4/4	2	1	IV					C	V		IV		IV							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
23	23	3/8	3/8	4/4	2	1	V					C	V		V		V							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
23	23	1/2	1/2	4/4	2	1	I(^7^2)}					C	V		I(^7^2)		I			^7^2			}	M	0	0	1, 3, 2	6	1	1	0	4	0.0	0.0	0.75	0.0
23	23	3/4	3/4	4/4	2	1	I|PAC					C	V		I		I					PAC		M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
24	24	0	0	4/4	2	1	I.V7{					C	I		V7		V		7				{	Mm7	0	0	1, 5, 2, -1		1	1	2	11	0.15384615384615385	0.08333333333333333	0.9791666666666666	0.0784313725490196
24	24	1/2	1/2	4/4	2	1	I64					C	I		I64		I		64					M	0	0	1, 0, 4		0	1	4	10	0.2857142857142857	0.125	0.9375	0.11764705882352941
25	25	0	0	4/4	2	1	V7					C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	3	13	0.1875	0.125	0.875	0.125
25	25	1/2	1/2	4/4	2	1	V(64)}					C	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1	1	3	0.25	0.0	0.375	0.0
25	25	5/8	5/8	4/4	2	1	V|HC					C	I		V		V					HC		M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	0.625	0.0
26	26	0	0	4/4	2	1	V{					C	I		V		V						{	M	0	0	1, 5, 2		1	1	1	10	0.09090909090909091	0.0625	1.4375	0.041666666666666664
26	26	3/4	3/4	4/4	2	1	iio64/vi					C	I		iio64/vi		ii	o	64		vi			o	0	0	-1, 5, 2		5	-1	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
27	27	0	0	4/4	2	1	V7(9)/vi					C	I		V7(9)/vi		V		7	9	vi			Mm7	0	0	4, 8, 5, 2	-1	4	4	0	7	0.0	0.0	1.375	0.0
27	27	3/8	3/8	4/4	2	1	V/ii					C	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.125	0.0
27	27	1/2	1/2	4/4	2	1	i/ii}					C	I		i/ii		i				ii		}	m	0	0	2, -1, 3		2	2	4	3	0.5714285714285714	0.625	0.375	0.625
28	28	0	0	4/4	2	1	IV{					C	I		IV		IV						{	M	0	0	-1, 3, 0		-1	-1	1	11	0.08333333333333333	0.0625	1.6875	0.03571428571428571
28	28	3/4	3/4	4/4	2	1	iio64/V					C	I		iio64/V		ii	o	64		V			o	0	0	-3, 3, 0		3	-3	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
29	29	0	0	4/4	2	1	V7(b9)/V					C	I		V7(b9)/V		V		7	b9	V			Mm7	0	0	2, 6, 3, 0	-3	2	2	0	7	0.0	0.0	1.375	0.0
29	29	3/8	3/8	4/4	2	1	V/V					C	I		V/V		V				V			M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
29	29	1/2	1/2	4/4	2	1	I/V}{					C	I		I/V		I				V		}{	M	0	0	1, 5, 2		1	1	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
